x,y,z,sx,sy,txy
7.0,0.5,0.0,-1.621246337890625e-11,2.86102294921875e-12,1.8226780030636787
7.5,0.5,0.0,-1.4781951904296876e-11,5.7220458984375e-12,1.8226780030698777
8.0,0.5,0.0,-1.52587890625e-11,-7.62939453125e-12,1.822678003103733
8.5,0.5,0.0,-2.2411346435546874e-11,3.814697265625e-12,1.822678003121376
9.0,0.5,0.0,-1.430511474609375e-11,5.7220458984375e-12,1.822678003148079
9.5,0.5,0.0,4.482269287109375e-11,-7.62939453125e-12,1.8226780031843186
10.0,0.5,0.0,2.269744873046875e-10,3.414154052734375e-10,1.8226780032224654
10.5,0.5,0.0,-2.7313232421875e-9,2.471923828125e-9,1.8226780032644272
11.0,0.5,0.0,-3.1309127807617186e-8,-1.20086669921875e-8,1.8226780037145616
11.5,0.5,0.0,4.621505737304688e-8,-2.4655914306640624e-7,1.8226780072088242
12.0,0.5,0.0,2.563143730163574e-6,-3.594245910644531e-7,1.82267803647995
12.5,0.5,0.0,8.285512924194335e-6,1.63353271484375e-5,1.8226782792425156
13.0,0.5,0.0,-0.00018024326038360597,9.758781814575195e-5,1.8226802081489564
13.5,0.5,0.0,-0.0020360832996368407,-0.0010037245025634766,1.8226976804161072
14.0,0.5,0.0,-0.003380543697357178,-0.01685062550354004,1.8235663157138824
14.5,0.5,0.0,0.07412445026111603,-0.06564375117111206,1.9105669510803223
0.0,0.25,0.0,44.501318542003766,-2.4055623577933853,0.7086029482449591
0.0,0.75,0.0,-44.50131854202743,2.4055623577933853,0.7086029482449591
0.25,0.0,0.0,88.99028791039859,-0.21050308127237857,0.4576874280322194
0.75,0.0,0.0,85.46503921547651,-0.048952142403542995,0.20498925708928703
1.25,0.0,0.0,82.495842092367,-0.0056290228984355924,0.18286140120482444
1.75,0.0,0.0,79.49956664324355,-0.0006612753739356995,0.18008324716109037
2.25,0.0,0.0,76.49999200385047,-7.8591712474823e-5,0.17974755376166104
2.75,0.0,0.0,73.50004057367468,-9.358775138854981e-6,0.17970748730170727
3.25,0.0,0.0,70.50004464904451,-1.1146926879882813e-6,0.1797027140673399
3.75,0.0,0.0,67.50004343045377,-1.327667236328125e-7,0.17970214552628994
4.25,0.0,0.0,64.50004158136082,-1.5811920166015626e-8,0.1797020778093338
4.75,0.0,0.0,61.5000396571598,-1.8825531005859376e-9,0.17970206974482536
5.25,0.0,0.0,58.50003772399712,-2.25067138671875e-10,0.17970206878376008
5.75,0.0,0.0,55.50003578977108,-2.288818359375e-11,0.17970206867027283
6.25,0.0,0.0,52.50003385540295,3.814697265625e-12,0.1797020686569214
6.75,0.0,0.0,49.50003192102623,-3.814697265625e-12,0.17970206865406035
7.25,0.0,0.0,46.5000299866314,0.0,0.17970206865596772
7.75,0.0,0.0,43.50002805223083,7.62939453125e-12,0.17970206865406035
8.25,0.0,0.0,40.500026117774965,7.62939453125e-12,0.17970206866168975
8.75,0.0,0.0,37.50002418330002,-7.62939453125e-12,0.17970206865978242
9.25,0.0,0.0,34.50002224873924,0.0,0.17970206867218017
9.75,0.0,0.0,31.500020314079286,-2.288818359375e-11,0.17970206867980956
10.25,0.0,0.0,28.50001838030243,3.0517578125e-11,0.1797020684080124
10.75,0.0,0.0,25.500016457077027,1.4801025390625e-9,0.17970206633758545
11.25,0.0,0.0,22.50001451379776,4.1351318359375e-9,0.17970207508945465
11.75,0.0,0.0,19.500011661762237,-1.048126220703125e-7,0.17970226744270323
12.25,0.0,0.0,16.500005658973695,-9.4244384765625e-7,0.17970249601650237
12.75,0.0,0.0,13.500052958499909,2.909210205078125e-6,0.17968791841697693
13.25,0.0,0.0,10.500624199363708,8.995616149902344e-5,0.1795784135761261
13.75,0.0,0.0,7.4999250411338805,0.0002516234283447266,0.17986203675460816
14.25,0.0,0.0,4.452306441959381,-0.007492728469848633,0.18621425130271912
14.75,0.0,0.0,1.4369285718917846,-0.0617741809387207,0.13601250468826295
15.0,0.25,0.0,-0.06716063424682617,-0.18913723675537109,1.0634402446289062
15.0,0.75,0.0,0.2940555925922394,1.4455359990348815,1.171483496612549
0.25,1.0,0.0,-88.99028791042224,0.21050308127240835,0.4576874280322092
0.75,1.0,0.0,-85.4650392155001,0.04895214240372181,0.2049892570891939
1.25,1.0,0.0,-82.49584209239083,0.005629022898674011,0.18286140120485425
1.75,1.0,0.0,-79.49956664326716,0.0006612753748893738,0.18008324716100096
2.25,1.0,0.0,-76.4999920038731,7.859171485900879e-5,0.17974755376172066
2.75,1.0,0.0,-73.50004057369875,9.358776092529297e-6,0.17970748730164765
3.25,1.0,0.0,-70.50004464906836,1.1146984100341797e-6,0.17970271406686306
3.75,1.0,0.0,-67.50004343047618,1.3277053833007813e-7,0.17970214552640915
4.25,1.0,0.0,-64.50004158138847,1.581573486328125e-8,0.17970207780873776
4.75,1.0,0.0,-61.50003965718555,1.88446044921875e-9,0.17970206974387168
5.25,1.0,0.0,-58.500037724021915,2.288818359375e-10,0.17970206878447534
5.75,1.0,0.0,-55.5000357898016,2.288818359375e-11,0.17970206866908073
6.25,1.0,0.0,-52.50003385542583,7.62939453125e-12,0.17970206865549088
6.75,1.0,0.0,-49.50003192106056,0.0,0.17970206865644456
7.25,1.0,0.0,-46.50002998666572,0.0,0.1797020686545372
7.75,1.0,0.0,-43.500028052259445,7.62939453125e-12,0.1797020686531067
8.25,1.0,0.0,-40.5000261178112,7.62939453125e-12,0.17970206865978242
8.75,1.0,0.0,-37.50002418331719,2.288818359375e-11,0.1797020686612129
9.25,1.0,0.0,-34.500022248817444,7.62939453125e-12,0.17970206866264343
9.75,1.0,0.0,-31.50002031430435,0.0,0.17970206865215302
10.25,1.0,0.0,-28.50001837876129,7.62939453125e-11,0.17970206890106202
10.75,1.0,0.0,-25.500016432464598,1.8463134765625e-9,0.1797020707769394
11.25,1.0,0.0,-22.50001450427246,7.415771484375e-9,0.17970206033325195
11.75,1.0,0.0,-19.500013469039917,-7.6995849609375e-8,0.1797018537788391
12.25,1.0,0.0,-16.500015451904297,-7.08587646484375e-7,0.1797015060186386
12.75,1.0,0.0,-13.499962989177703,4.884170532226563e-6,0.17971508785152435
13.25,1.0,0.0,-10.499374889305114,0.00010746604919433593,0.17981667661476136
13.75,1.0,0.0,-7.499867283790588,0.00044962045288085935,0.1794930020160675
14.25,1.0,0.0,-4.545670703147888,-0.00458091195678711,0.17364669767570495
14.75,1.0,0.0,-2.0230418529281615,-0.15415121029663087,0.1909196080303192
0.25,0.5,0.0,-1.1844560503959656e-11,0.0,1.7798577731827852
0.5,0.75,0.0,-43.19173091196187,0.10482340221631527,1.1752057522085329
0.25,0.75,0.0,-44.07924183751609,-0.022307479974135756,0.8815653757590174
0.75,0.5,0.0,-1.1846423149108887e-11,5.960464477539062e-14,1.692617179737678
1.0,0.75,0.0,-41.99622289854506,-0.0005376805721819401,1.1121703590991945
0.75,0.75,0.0,-42.75422689495322,0.0022703187813013794,0.9597668017252385
1.25,0.5,0.0,-1.189112663269043e-11,-3.5762786865234376e-13,1.6727649442791492
1.5,0.75,0.0,-40.500018837937084,-0.00022082169875502585,1.1073051827739775
1.25,0.75,0.0,-41.25033031351016,0.00019253005278110504,0.967294852441594
1.75,0.5,0.0,-1.1742115020751953e-11,0.0,1.6706682844552099
2.0,0.75,0.0,-39.00002819250929,-2.739978748559952e-5,1.1067167770912647
1.75,0.75,0.0,-39.7500526081661,2.0204487681388855e-5,0.9681950615393221
2.25,0.5,0.0,-1.239776611328125e-11,-2.384185791015625e-13,1.6704265026829839
2.5,0.75,0.0,-37.50002454832637,-3.258688569068909e-6,1.1066459825052022
2.25,0.75,0.0,-38.250027705093565,2.358962297439575e-6,0.9683027076689005
2.75,0.5,0.0,-1.2159347534179687e-11,-9.5367431640625e-13,1.6703978351604045
3.0,0.75,0.0,-36.000023257424715,-3.8781678676605223e-7,1.106637535692215
2.75,0.75,0.0,-36.75002405785656,2.8040504455566407e-7,0.968315538274765
3.25,0.5,0.0,-1.239776611328125e-11,-2.384185791015625e-12,1.670394422085166
3.5,0.75,0.0,-34.50002225233006,-4.618668556213379e-8,1.1066365294060707
3.25,0.75,0.0,-35.250022773653626,3.339529037475586e-8,0.9683170666377544
3.75,0.5,0.0,-1.33514404296875e-11,-9.5367431640625e-13,1.6703940155654549
4.0,0.75,0.0,-33.00002128065765,-5.5010318756103515e-9,1.1066364095451833
3.75,0.75,0.0,-33.75002176873803,3.978729248046875e-9,0.9683172486790419
4.25,0.5,0.0,-1.33514404296875e-11,-3.814697265625e-12,1.670393967149973
4.5,0.75,0.0,-31.500020312947512,-6.551742553710938e-10,1.106636395275116
4.25,0.75,0.0,-32.250020797070384,4.734992980957031e-10,0.9683172703649998
4.75,0.5,0.0,-1.3828277587890625e-11,1.9073486328125e-12,1.6703939613907337
5.0,0.75,0.0,-30.000019345702054,-7.82012939453125e-11,1.1066363935809136
4.75,0.75,0.0,-30.750019829355956,5.960464477539063e-11,0.968317272951603
5.25,0.5,0.0,-1.3828277587890625e-11,0.0,1.6703939607073068
5.5,0.75,0.0,-28.500018378509164,-1.1444091796875e-11,1.1066363933758736
5.25,0.75,0.0,-29.250018862109183,7.62939453125e-12,0.9683172732610702
5.75,0.5,0.0,-1.430511474609375e-11,0.0,1.6703939606307745
6.0,0.75,0.0,-27.000017411320925,-2.384185791015625e-12,1.1066363933620453
5.75,0.75,0.0,-27.750017894914627,0.0,0.9683172733016014
6.25,0.5,0.0,-1.4781951904296876e-11,3.814697265625e-12,1.6703939606208802
6.5,0.75,0.0,-25.500016444130896,-5.7220458984375e-12,1.1066363933496475
6.25,0.75,0.0,-26.25001692772484,3.814697265625e-12,0.9683172733054161
6.75,0.5,0.0,-1.621246337890625e-11,-3.814697265625e-12,1.670393960622549
7.0,0.75,0.0,-24.000015476941822,-9.5367431640625e-13,1.106636393357277
6.75,0.75,0.0,-24.75001596053505,-9.5367431640625e-13,0.9683172733078003
7.25,0.5,0.0,-1.811981201171875e-11,0.0,1.6703939606292248
7.5,0.75,0.0,-22.500014509741067,-5.7220458984375e-12,1.1066363933610917
7.25,0.75,0.0,-23.25001499333811,1.9073486328125e-12,0.968317273311615
7.75,0.5,0.0,-1.811981201171875e-11,-3.814697265625e-12,1.6703939606392384
8.0,0.75,0.0,-21.000013542529345,-8.58306884765625e-12,1.1066363933782577
7.75,0.75,0.0,-21.750014026132106,3.814697265625e-12,0.9683172733163834
8.25,0.5,0.0,-2.002716064453125e-11,-7.62939453125e-12,1.670393960672617
8.5,0.75,0.0,-19.50001257529521,-5.7220458984375e-12,1.106636393392563
8.25,0.75,0.0,-20.250013058909417,3.814697265625e-12,0.9683172733373642
8.75,0.5,0.0,-2.002716064453125e-11,7.62939453125e-12,1.6703939606866836
9.0,0.75,0.0,-18.000011608039856,0.0,1.1066363934011458
8.75,0.75,0.0,-18.750012091666697,9.5367431640625e-12,0.968317273346901
9.25,0.5,0.0,-3.814697265625e-12,-2.288818359375e-11,1.6703939607214928
9.5,0.75,0.0,-16.500010640746353,-6.67572021484375e-12,1.1066363934078216
9.25,0.75,0.0,-17.250011124394895,-7.62939453125e-12,0.9683172733592987
9.75,0.5,0.0,1.9073486328125e-12,2.288818359375e-11,1.6703939607486724
10.0,0.75,0.0,-15.000009673374176,1.64031982421875e-10,1.1066363935260772
9.75,0.75,0.0,-15.750010157081604,2.09808349609375e-11,0.9683172733869553
10.25,0.5,0.0,-8.983612060546875e-10,1.01470947265625e-9,1.6703939607477187
10.5,0.75,0.0,-13.500008706490517,1.04522705078125e-9,1.1066363953895568
10.25,0.75,0.0,-14.250009189770699,5.53131103515625e-10,0.9683172738189697
10.75,0.5,0.0,-5.462646484375e-9,3.35693359375e-9,1.6703939606990814
11.0,0.75,0.0,-12.000007745996475,-7.024765014648438e-9,1.1066363976402283
10.75,0.75,0.0,-12.750008223634719,1.13677978515625e-9,0.9683172753715515
11.25,0.5,0.0,3.925323486328125e-8,-5.99517822265625e-8,1.6703939601063729
11.5,0.75,0.0,-10.500006780918122,-1.1644363403320313e-7,1.106636265028
11.25,0.75,0.0,-11.250007262023926,-3.570175170898437e-8,0.9683172510967255
11.75,0.5,0.0,6.175556182861328e-7,-5.629425048828125e-7,1.6703939550409317
12.0,0.75,0.0,-9.000005295544147,-7.50885009765625e-8,1.106635399433136
11.75,0.75,0.0,-9.750006235898972,-2.6787185668945315e-7,0.9683170133295059
12.25,0.5,0.0,3.2704734802246095e-7,1.6593170166015624e-6,1.670393912437916
12.5,0.75,0.0,-7.500001061452389,8.456916809082032e-6,1.1066409402923585
12.25,0.75,0.0,-8.250004589432717,1.3264694213867187e-6,0.9683176459445954
12.75,0.5,0.0,-4.197622680664063e-5,5.143901824951172e-5,1.670393550461769
13.0,0.75,0.0,-6.000012653697014,5.188913345336914e-5,1.1067360100383759
12.75,0.75,0.0,-6.750005792374611,2.682891845703125e-5,0.9683386940965653
13.25,0.5,0.0,-0.0001832149715423584,0.00014594950103759765,1.6703901608443261
13.5,0.75,0.0,-4.500137926347255,-0.00029810662269592284,1.1068408641548158
13.25,0.75,0.0,-5.250088888706207,3.1102359771728517e-5,0.9683916985750198
13.75,0.5,0.0,0.003081828556060791,-0.0029951816024780275,1.6703398686532975
14.0,0.75,0.0,-2.996110911052227,-0.003663368734359741,1.100845723953247
13.75,0.75,0.0,-3.750685879022598,-0.0019733750648498537,0.9669358356094361
14.25,0.5,0.0,0.03916407943916321,-0.024029108573913573,1.6691389135160446
14.5,0.75,0.0,-1.3463816712293626,0.060946057857513426,1.0638917709770204
14.25,0.75,0.0,-2.2514177595329286,-0.01374268278503418,0.9535914555263519
14.75,0.5,0.0,0.016649129192352296,0.1329306459350586,1.679927131456375
14.75,0.75,0.0,-0.6687652627162933,0.053585097396850585,0.9829243258132935
0.5,0.25,0.0,43.191730911938144,-0.10482340221630036,1.1752057522084918
0.25,0.25,0.0,44.07924183749241,0.02230747997414693,0.8815653757590137
1.0,0.25,0.0,41.99622289852144,0.0005376805722117424,1.1121703590993732
0.75,0.25,0.0,42.754226894929545,-0.0022703187811523675,0.9597668017252385
1.5,0.25,0.0,40.50001883791334,0.00022082169878482818,1.1073051827739775
1.25,0.25,0.0,41.25033031348654,-0.00019253005278110504,0.9672948524415046
2.0,0.25,0.0,39.000028192485274,2.7399787664413453e-5,1.1067167770912647
1.75,0.25,0.0,39.75005260814235,-2.0204487204551698e-5,0.968195061539352
2.5,0.25,0.0,37.50002454830235,3.2586878538131712e-6,1.1066459825053214
2.25,0.25,0.0,38.2500277050696,-2.3589612245559693e-6,0.9683027076689601
3.0,0.25,0.0,36.000023257400215,3.878154754638672e-7,1.1066375356923341
2.75,0.25,0.0,36.75002405783266,-2.8040599822998045e-7,0.9683155382748246
3.5,0.25,0.0,34.50002225230491,4.6185970306396485e-8,1.106636529405117
3.25,0.25,0.0,35.25002277362883,-3.3394575119018554e-8,0.9683170666378736
4.0,0.25,0.0,33.00002128063202,5.499601364135742e-9,1.1066364095470906
3.75,0.25,0.0,33.75002176871288,-3.976821899414063e-9,0.9683172486793995
4.5,0.25,0.0,31.500020312919617,6.549358367919922e-10,1.1066363952727318
4.25,0.25,0.0,32.25002079704344,-4.744529724121094e-10,0.9683172703644037
5.0,0.25,0.0,30.00001934567523,7.82012939453125e-11,1.106636393582344
4.75,0.25,0.0,30.75001982932973,-5.53131103515625e-11,0.9683172729518413
5.5,0.25,0.0,28.500018378482103,8.58306884765625e-12,1.1066363933763503
5.25,0.25,0.0,29.250018862082005,-6.67572021484375e-12,0.9683172732617855
6.0,0.25,0.0,27.000017411290287,5.245208740234375e-12,1.106636393360138
5.75,0.25,0.0,27.75001789488697,0.0,0.9683172733001709
6.5,0.25,0.0,25.500016444099426,1.430511474609375e-12,1.1066363933515548
6.25,0.25,0.0,26.25001692769456,3.814697265625e-12,0.9683172733058929
7.0,0.25,0.0,24.0000154769063,-1.9073486328125e-12,1.1066363933553696
6.75,0.25,0.0,24.750015960502626,-1.9073486328125e-12,0.9683172733068466
7.5,0.25,0.0,22.50001450970578,0.0,1.1066363933591843
7.25,0.25,0.0,23.250014993305207,0.0,0.9683172733101845
8.0,0.25,0.0,21.00001354249072,-6.67572021484375e-12,1.1066363933820724
7.75,0.25,0.0,21.75001402609968,0.0,0.9683172733192443
8.5,0.25,0.0,19.500012575257777,0.0,1.1066363933897019
8.25,0.25,0.0,20.250013058874607,-1.9073486328125e-12,0.9683172733368873
9.0,0.25,0.0,18.000011608003856,4.76837158203125e-12,1.1066363934144974
8.75,0.25,0.0,18.750012091629984,3.814697265625e-12,0.9683172733440399
9.5,0.25,0.0,16.500010640739678,9.5367431640625e-13,1.106636393447876
9.25,0.25,0.0,17.250011124370577,-9.5367431640625e-12,0.9683172733707428
10.0,0.25,0.0,15.000009673499108,1.5544891357421875e-10,1.1066363933753967
9.75,0.25,0.0,15.75001015709591,3.0517578125e-11,0.9683172733793258
10.5,0.25,0.0,13.500008705740452,1.068115234375e-9,1.106636391456604
10.25,0.25,0.0,14.250009189783096,5.588531494140625e-10,0.9683172729578018
11.0,0.25,0.0,12.000007731594085,-6.8683624267578126e-9,1.1066363888816833
10.75,0.25,0.0,12.75000822128296,1.117706298828125e-9,0.9683172714986801
11.5,0.25,0.0,10.500006762100696,-1.1528778076171875e-7,1.1066365185050964
11.25,0.25,0.0,11.250007248332977,-3.578948974609375e-8,0.9683172963323593
12.0,0.25,0.0,9.000006313801766,-6.536483764648438e-8,1.1066373590164185
11.75,0.25,0.0,9.750006340703964,-2.687034606933594e-7,0.9683175386524201
12.5,0.25,0.0,7.500008625461102,8.540376663208009e-6,1.1066316082630157
12.25,0.25,0.0,8.250006060429573,1.3194465637207031e-6,0.9683169442720413
13.0,0.25,0.0,5.999995192708969,5.2622243881225584e-5,1.1065348549327851
12.75,0.25,0.0,6.750003001489639,2.6766998291015626e-5,0.9682962158660888
13.5,0.25,0.0,4.499848750231743,-0.0002974296283721924,1.106419839138031
13.25,0.25,0.0,5.249919555379868,3.0326229095458984e-5,0.9682458474645614
14.0,0.25,0.0,3.001365788602352,-0.004483205154418945,1.1123922946929932
13.75,0.25,0.0,3.749384065477371,-0.001994940830230713,0.9697214667682648
14.5,0.25,0.0,1.453877586083412,-0.016094419385910035,1.1359025517616272
14.25,0.25,0.0,2.250355286808014,-0.014386572479248046,0.9832033765182495
14.75,0.25,0.0,0.7257750789146423,0.07140805117416382,0.9640433437099457
