25 12
1 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
2 0.00000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
3 5.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
4 5.00000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
5 0.00000000000000e+00 5.00000000000000e-01 0.00000000000000e+00
6 2.50000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
7 5.00000000000000e+00 5.00000000000000e-01 0.00000000000000e+00
8 2.50000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
9 2.50000000000000e+00 5.00000000000000e-01 0.00000000000000e+00
10 0.00000000000000e+00 2.50000000000000e-01 0.00000000000000e+00
11 0.00000000000000e+00 7.50000000000000e-01 0.00000000000000e+00
12 1.25000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
13 3.75000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
14 5.00000000000000e+00 2.50000000000000e-01 0.00000000000000e+00
15 5.00000000000000e+00 7.50000000000000e-01 0.00000000000000e+00
16 1.25000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
17 3.75000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
18 1.25000000000000e+00 5.00000000000000e-01 0.00000000000000e+00
19 2.50000000000000e+00 7.50000000000000e-01 0.00000000000000e+00
20 1.25000000000000e+00 7.50000000000000e-01 0.00000000000000e+00
21 3.75000000000000e+00 5.00000000000000e-01 0.00000000000000e+00
22 3.75000000000000e+00 7.50000000000000e-01 0.00000000000000e+00
23 2.50000000000000e+00 2.50000000000000e-01 0.00000000000000e+00
24 1.25000000000000e+00 2.50000000000000e-01 0.00000000000000e+00
25 3.75000000000000e+00 2.50000000000000e-01 0.00000000000000e+00
1 103 1 5 10 
2 103 5 2 11 
3 103 1 6 12 
4 103 6 3 13 
5 103 3 7 14 
6 103 7 4 15 
7 103 2 8 16 
8 103 8 4 17 
9 209 2 5 9 8 11 18 19 16 20 
10 209 8 9 7 4 19 21 15 17 22 
11 209 5 1 6 9 10 12 23 18 24 
12 209 9 6 3 7 23 13 14 21 25 
